ligand,receptor,source,target,label
CALM3,PDE1A,P0DP25,P54750,1
CDH1,PTPRF,P12830,P10586,1
SDC2,ADGRA2,P34741,Q96PE1,1
LAMB3,ITGA9_ITGB1,Q13751,Q13797_P05556,1
AVP,RAMP2,P01185,O60895,1
NOTUM,WNT9A,Q6P988,O14904,1
CDH1,IGF1R,P12830,P08069,1
SHMT2_SLC6A9,GLRA1_GLRB,COMPLEX:P34897_P48067,NA_NA,1
RARRES2,CMKLR2,Q99969,P46091,1
NECTIN2,PVRIG,Q92692,Q6DKI7,1
FCER2,CR2,P06734,P20023,1
WNT8A,FZD1_LRP5,Q9H1J5,Q9UP38_O75197,1
THBS2,SDC4,P35442,P31431,1
CALM3,SCN4A,P0DP25,P35499,1
GNAI2,ADCY9,P04899,O60503,1
HSD3B1,CATSPER3_CATSPERB,COMPLEX:P14060,NA_NA,1
APP,TREM2_TYROBP,P05067,Q9NZC2_O43914,1
BGN,TLR4,P21810,O00206,1
PTH2,VIPR1,Q96A98,P32241,1
COL18A1,GPC4,P39060,O75487,1
LAMB3,COL17A1,Q13751,Q9UMD9,1
PROK2,PROKR2,Q9HC23,Q8NFJ6,1
WNT3A,LRP1,P56704,Q07954,1
CTHRC1,FZD5,Q96CG8,Q13467,1
GLS2_SLC1A6,GRIA4,COMPLEX:P48664_Q9UI32,P48058,1
VEGFD,ITGA1,O43915,P56199,1
ADAM2,ITGA6,Q99965,P23229,1
RSPO1,WNT1,Q2MKA7,P04628,1
GHRH,RAMP2,P01286,O60895,1
ADAM23,H3BM21,O75077,H3BM21,1
GAD1_SLC6A8,GABRA1_GABRB2_GABRD,COMPLEX:P48029_Q99259,NA_NA_NA,1
ALDH1A3,RORB,COMPLEX:P47895,Q92753,1
CHAT_SLC5A7,CHRM1,COMPLEX:P28329_Q9GZV3,P11229,1
GLS2_SLC17A8,GRIK1_GRIK4,COMPLEX:Q8NDX2_Q9UI32,P39086_NA,1
MYOC,FZD4,Q99972,Q9ULV1,1
MIA,CDH7,Q16674,Q9ULB5,1
PRSS2,F2RL2,P07478,O00254,1
IL16,CCR5,Q14005,P51681,1
FGF8,FGFR3,P55075,P22607,1
CCK,CCKBR,P06307,P32239,1
AREG,EGFR_ERBB2,P15514,P00533_P04626,1
IGF2,IGF2R,P01344,P11717,1
DDC_SLC18A1,DRD3,COMPLEX:P20711_P54219,P35462,1
GALP,GALR3_GPR151,Q9UBC7,O60755_Q8TDV0,1
GLS2_SLC1A7,GRM5,COMPLEX:O00341_Q9UI32,P41594,1
F2,GP1BA,P00734,P07359,1
GAD1_SLC6A13,GABRA3_GABRB3_GABRE,COMPLEX:Q99259_Q9NSD5,NA_NA_NA,1
TRAF2,TNFSF4,Q12933,P23510,1
CNTN1,CNTN2,Q12860,Q02246,1
SOSTDC1,LRP5,Q6X4U4,O75197,1
CSF3,CSF1R,P09919,P07333,1
PDGFB,PDGFRA,P01127,P16234,1
IL21,IL21R,Q9HBE4,Q9HBE5,1
GHRH,GPR84,P01286,Q9NQS5,1
FGF16,FGFR3,O43320,P22607,1
COL1A1,ITGA3_ITGB1,P02452,P26006_P05556,1
CHAT_SLC18A3,CHRNA4_CHRNB2,COMPLEX:P28329_Q16572,P43681_P17787,1
LCK,CD8A_CD8B,P06239,P01732_P10966,1
COL1A1,ITGB1,P02452,P05556,1
WNT4,FZD4_LRP5,P56705,Q9ULV1_O75197,1
SFTPA2,CD93,Q8IWL1,Q9NPY3,1
PTH,ADRB2,P01270,P07550,1
GLS2_SLC1A6,GRIK1_GRIK5,COMPLEX:P48664_Q9UI32,P39086_NA,1
FMOD,TGFB1,Q06828,P01137,1
FN1,ITGA3_ITGB1,P02751,P26006_P05556,1
IAPP,TSHR,P10997,P16473,1
NXPH3,A0A0A0MR89,O95157,A0A0A0MR89,1
GDF7,BMPR1A,Q7Z4P5,P36894,1
LAMA2,ITGA7,P24043,Q13683,1
GLS_SLC1A7,GRIN1_GRIN2D,COMPLEX:O00341_O94925,NA_O15399,1
COL6A2,SDC1,P12110,P18827,1
LAMA3,ITGAV_ITGB8,Q16787,P06756_P26012,1
WNT8A,FZD9_LRP5,Q9H1J5,O00144_O75197,1
GAD2_SLC6A11,GABRA5_GABRB3_GABRG2,COMPLEX:P48066_Q05329,NA_NA_NA,1
NTF4,NTRK3,P34130,Q16288,1
ALDH1A2,CRABP2_RARB,COMPLEX:O94788,NA_NA,1
GLS_SLC1A3,GRM8,COMPLEX:O94925_P43003,O00222,1
GAD2_SLC6A13,GABRA4_GABRB3_GABRG2,COMPLEX:Q05329_Q9NSD5,NA_NA_NA,1
AGRN,DOK7_MUSK,O00468,NA_O15146,1
FST,GDF1,P19883,P27539,1
EFNA2,EPHA4,O43921,P54764,1
CCL13,ACKR4,Q99616,Q9NPB9,1
LTF,LRP1,P02788,Q07954,1
FGF1,CD44,P05230,P16070,1
C5,MTNR1A,P01031,P48039,1
GAD2_SLC6A12,GABRA1_GABRB3_GABRG2,COMPLEX:P48065_Q05329,NA_NA_NA,1
IGFL1,IGFLR1,Q6UW32,Q9H665,1
WNT2B,FZD4_LRP6,Q93097,Q9ULV1_O75581,1
FGF12,FGFR3,P61328,P22607,1
COL2A1,SDC4,P02458,P31431,1
WNT1,FZD9,P04628,O00144,1
GDF10,BMPR1B,P55107,O00238,1
APP,PLXNA4,P05067,Q9HCM2,1
SLC6A4_TPH1,HTR3A_HTR3B_HTR3C_HTR3D,COMPLEX:P17752_P31645,P46098_O95264_Q8WXA8_Q70Z44,1
KRTAP4-12,DLK2,Q9BQ66,Q6UY11,1
DBH_SLC18A2,ADRB2,COMPLEX:P09172_Q05940,P07550,1
COL4A2,ITGA11_ITGB1,P08572,Q9UKX5_P05556,1
NRXN1,ADGRL1,P58400,O94910,1
VIP,GPR84,P01282,Q9NQS5,1
HP,ASGR1,P00738,P07306,1
GLS2_SLC1A6,GRM7,COMPLEX:P48664_Q9UI32,Q14831,1
TSHB,ADCYAP1R1,P01222,P41586,1
GLS_SLC17A7,GRM4,COMPLEX:O94925_Q9P2U7,Q14833,1
WNT1,FZD7_LRP6,P04628,O75084_O75581,1
APOA4,LRP2,P06727,P98164,1
HLA-DRB4,CD4,P13762,P01730,1
SLC18A1_TPH2,HTR4,COMPLEX:P54219_Q8IWU9,Q13639,1
FGA,ITGAM,P02671,P11215,1
CCL4,CCR3,P13236,P51677,1
NID2,COL13A1,Q14112,Q5TAT6,1
CEL,RORC,COMPLEX:P19835,P51449,1
LEFTY1,BMP7,O75610,P18075,1
IL12A,CD28,P29459,P10747,1
CXCL6,ADRA2A,P80162,P08913,1
COL2A1,TNFRSF10A,P02458,O00220,1
CCL5,CCR3,P13501,P51677,1
IL36G,IL1RL2,Q9NZH8,Q9HB29,1
EDN3,KEL,P14138,P23276,1
COL6A1,ITGB1,P12109,P05556,1
DLK1,NOTCH2,P80370,Q04721,1
WNT7B,FZD5_LRP5,P56706,Q13467_O75197,1
TAX1BP3,ADGRB1,O14907,O14514,1
CD14,ITGA4,P08571,P13612,1
CD40LG,CD40,P29965,P25942,1
SSTR2,SHANK1,P30874,Q9Y566,1
WNT5A,ROR1,P41221,Q01973,1
CCL5,CCR1,P13501,P32246,1
BAMBI,ACVR1_BMPR2,Q13145,Q04771_Q13873,1
DKK2,LRP6,Q9UBU2,O75581,1
CER1,WNT8A,O95813,Q9H1J5,1
FN1,ROBO4,P02751,Q8WZ75,1
SFRP1,WNT7B,Q8N474,P56706,1
GSTP1,TRAF2,P09211,Q12933,1
OBP2A,OR1G1,Q9NY56,P47890,1
GLS_SLC1A1,GRIN1_GRIN2C,COMPLEX:O94925_P43005,NA_Q14957,1
CD40LG,ITGAM,P29965,P11215,1
ADIPOQ,ADIPOR1,Q15848,Q96A54,1
CALM3,KCNQ1,P0DP25,P51787,1
GDF3,BMPR1B,Q9NR23,O00238,1
KRTAP4-12,CATSPER1,Q9BQ66,Q8NEC5,1
VTN,ITGB8,P04004,P26012,1
NSMF,GNRHR,Q6X4W1,P30968,1
COL6A2,ITGB1,P12110,P05556,1
FGF7,NRP1,P21781,O14786,1
RLN3,RXFP2,Q8WXF3,Q8WXD0,1
GLS2_SLC1A3,GRIK2_GRIK5,COMPLEX:P43003_Q9UI32,Q13002_NA,1
LAMB3,ITGA2,Q13751,P17301,1
WNT3A,FZD6_LRP6,P56704,O60353_O75581,1
COL6A1,CD44,P12109,P16070,1
TNFRSF8,TNFSF8,P28908,P32971,1
GGT1_GGT5,CYSLTR1,COMPLEX:P19440_P36269,Q9Y271,1
WNT9B,FZD3_LRP5,O14905,Q9NPG1_O75197,1
L1CAM,EPHB2,P32004,P29323,1
COL1A1,ITGAV_ITGB8,P02452,P06756_P26012,1
LEFTY2,TGFB2,O00292,P61812,1
SEMA4B,DCBLD2,Q9NPR2,Q96PD2,1
CNTN2,CNTN2_CNTNAP2,Q02246,Q02246_Q9UHC6,1
SERPINF1,WNT3,P36955,P56703,1
HSPG2,PTPRS,P98160,Q13332,1
PTH2,GPR84,Q96A98,Q9NQS5,1
GDF10,BMPR1A,P55107,P36894,1
NXPH3,NRXN2,O95157,P58401,1
EGFR,EPGN,P00533,Q6UW88,1
MDK,ITGB1,P21741,P05556,1
RSPO2,WNT1,Q6UXX9,P04628,1
IFNA7,IFNA2_IFNAR1_IFNAR2,P01567,P01563_P17181_P48551,1
GDF2,ACVR1,Q9UK05,Q04771,1
RSPO1,WNT4,Q2MKA7,P56705,1
GDF1,ACVR1B_ACVR2B,P27539,P36896_Q13705,1
INHA_INHBA,ACVR1_ACVR2A,COMPLEX:P05111_P08476,Q04771_P27037,1
SEMA6A,NRP1_PLXNA2,Q9H2E6,O14786_O75051,1
SIGLEC15,CD44,Q6ZMC9,P16070,1
UBA52,ERBB2,P62987,P04626,1
CALM2,KCNQ3,P0DP24,O43525,1
CXCL10,MTNR1A,P02778,P48039,1
ACE,AGTR2,P12821,P50052,1
NRG2,ERBB2,O14511,P04626,1
BMP8B,BMPR1A,P34820,P36894,1
NTN4,NTRK2,Q9HB63,Q16620,1
CHAT,CHRNA4_CHRNB2,COMPLEX:P28329,P43681_P17787,1
TF,TFR2,P02787,Q9UP52,1
SFRP4,WNT7A,Q6FHJ7,O00755,1
COL6A5,CD44,A8TX70,P16070,1
NLGN3,NRXN2,Q9NZ94,P58401,1
APOB,TLR4,P04114,O00206,1
PSPN,GFRA3,O60542,O60609,1
IL31,OSMR,Q6EBC2,Q99650,1
DDC_SLC6A3,DRD5,COMPLEX:P20711_Q01959,P21918,1
LAMB1,ITGA6_ITGB1,P07942,P23229_P05556,1
COL1A2,ITGB1,P08123,P05556,1
GLS_SLC17A7,GRM1,COMPLEX:O94925_Q9P2U7,Q13255,1
CXCL10,SDC4,P02778,P31431,1
ADAM9,ITGB5,Q13443,P18084,1
IFNA16,IFNAR2,P05015,P48551,1
LEFTY2,GDF7,O00292,Q7Z4P5,1
RSPO1,WNT10B,Q2MKA7,O00744,1
IL1RN,IL2RB,P18510,P14784,1
ICAM5,ITGB2,Q9UMF0,P05107,1
VTN,ITGB1,P04004,P05556,1
RNF43,FZD10_LRP6,Q68DV7,Q9ULW2_O75581,1
SFRP2,WNT10B,Q96HF1,O00744,1
DRAXIN,WNT10A,Q8NBI3,Q9GZT5,1
CLEC2D,KLRB1,Q9UHP7,Q12918,1
GRP,BRS3,P07492,P32247,1
APP,LRP1,P05067,Q07954,1
SLC18A2_TPH1,HTR4,COMPLEX:P17752_Q05940,Q13639,1
HLA-E,VSIR,P13747,Q9H7M9,1
RGMA,BMPR2,Q96B86,Q13873,1
DCBLD2,SEMA4B,Q96PD2,Q9NPR2,1
GAD1_SLC6A6,GABRA4_GABRB2_GABRD,COMPLEX:P31641_Q99259,NA_NA_NA,1
IL10,IL10RB,P22301,Q08334,1
APCDD1,FZD8_LRP6,Q8J025,Q9H461_O75581,1
SLC18A1_TPH1,HTR1E,COMPLEX:P17752_P54219,P28566,1
ARF4,EGFR,P18085,P00533,1
MYOC,FZD1,Q99972,Q9UP38,1
COL4A3,CD44,Q01955,P16070,1
EGFL8,NCR3,Q99944,O14931,1
CGA,TSHR,P01215,P16473,1
CHAT,CHRM3,COMPLEX:P28329,P20309,1
OMG,NGFR,P23515,P08138,1
RNF43,FZD9_LRP5,Q68DV7,O00144_O75197,1
CCL27,GRM7,Q9Y4X3,Q14831,1
WNT2B,FZD1_LRP6,Q93097,Q9UP38_O75581,1
IFNA7,IFNAR1,P01567,P17181,1
IL36G,IL1RAP,Q9NZH8,Q9NPH3,1
PDYN,GRM7,P01213,Q14831,1
ASIP,MC3R,P42127,P41968,1
MSTN,ACVR2B,O14793,Q13705,1
GAD2_SLC6A11,GABRA1_GABRB2,COMPLEX:P48066_Q05329,NA_NA,1
ADM2,RAMP2,Q7Z4H4,O60895,1
FGF10,FGFR3,O15520,P22607,1
CHRM1,GNAI2,P11229,P04899,1
APP,FPR2,P05067,P25090,1
COL6A1,ITGA9_ITGB1,P12109,Q13797_P05556,1
JAG1,NOTCH2,P78504,Q04721,1
SAA1,FPR1,P0DJI8,P21462,1
GLS2_SLC1A6,GRIK3,COMPLEX:P48664_Q9UI32,Q13003,1
TGFB1,CAV1,P01137,Q03135,1
TCTN1,TMEM67,Q2MV58,Q5HYA8,1
GLS2_SLC1A3,GRIK1_GRIK5,COMPLEX:P43003_Q9UI32,P39086_NA,1
PTH2,ADCYAP1R1,Q96A98,P41586,1
ZNRF3,FZD9_LRP6,Q9ULT6,O00144_O75581,1
SEMA3C,NRP2,Q99985,O60462,1
IGF2,INSR,P01344,P06213,1
FGF13,FGFR3,Q92913,P22607,1
NECTIN3,TIGIT,Q9NQS3,Q495A1,1
APOA2,LRP2,P02652,P98164,1
FGF1,FGFRL1,P05230,Q8N441,1
ULBP2,KLRK1,Q9BZM5,P26718,1
TF,LRP2,P02787,P98164,1
GDF6,BMPR1B,Q6KF10,O00238,1
RSPO1,WNT7A,Q2MKA7,O00755,1
CNTN1,NOTCH2,Q12860,Q04721,1
RYK,FZD6,P34925,O60353,1
RLN3,RAMP2,Q8WXF3,O60895,1
GDF5,ACVR2A_BMPR1B,P43026,P27037_O00238,1
BMP15,ACVR2A,O95972,P27037,1
IFNB1,IFNAR1_IFNAR2,P01574,P17181_P48551,1
EGFR,AREG,P00533,P15514,1
TNFRSF14,BTLA,Q92956,Q7Z6A9,1
SFRP4,WNT3,Q6FHJ7,P56703,1
GLS_SLC1A1,GRIN1_GRIN2A,COMPLEX:O94925_P43005,NA_NA,1
TRAF2,TNFSF9,Q12933,P41273,1
SPP1,ITGB3,P10451,P05106,1
EPHA2,B4DXG7,P29317,B4DXG7,1
BMP3,BMP7,P12645,P18075,1
WNT2B,FZD10_LRP6,Q93097,Q9ULW2_O75581,1
IAPP,CALCR,P10997,P30988,1
CGA,ADCYAP1R1,P01215,P41586,1
PTGES2,PTGER1,COMPLEX:Q9H7Z7,P34995,1
TNN,ITGA8_ITGB1,Q9UQP3,P53708_P05556,1
GDF10,ACVR1B_ACVR2B,P55107,P36896_Q13705,1
GLS2_SLC17A6,GRIK1_GRIK5,COMPLEX:Q9P2U8_Q9UI32,P39086_NA,1
CXCL12,CD4,P48061,P01730,1
GLS_SLC17A7,GRIA4,COMPLEX:O94925_Q9P2U7,P48058,1
SFRP4,WNT3A,Q6FHJ7,P56704,1
AGRP,MC3R,O00253,P41968,1
PODXL,SELL,O00592,P14151,1
GLS_SLC17A6,GRIA2,COMPLEX:O94925_Q9P2U8,P42262,1
GAST,ADGRG1,P01350,Q9Y653,1
COL1A2,ITGA9_ITGB1,P08123,Q13797_P05556,1
GAD1_SLC6A13,GABBR2,COMPLEX:Q99259_Q9NSD5,O75899,1
ERBB3,AREG,P21860,P15514,1
NGFR,NTRK2,P08138,Q16620,1
SOSTDC1,WNT10A,Q6X4U4,Q9GZT5,1
S100A4,PGLYRP1,P26447,O75594,1
RYK,FZD2,P34925,Q14332,1
IHH,PTCH2,Q14623,Q9Y6C5,1
CD24,SIGLEC10,P25063,Q96LC7,1
SLIT2,SDC1,O94813,P18827,1
COL6A6,SDC4,A6NMZ7,P31431,1
OLAH,MOG,Q9NV23,Q16653,1
RSPO1,WNT9A,Q2MKA7,O14904,1
CDH1,ITGAE,P12830,P38570,1
CALM2,GRM7,P0DP24,Q14831,1
ERBB2,HLA-G,P04626,P17693,1
ALDH1A2,CRABP2_RXRA,COMPLEX:O94788,NA_P19793,1
RLN3,VIPR1,Q8WXF3,P32241,1
HLA-B,CD8A,P01889,P01732,1
SEMA3F,PLXNA1,Q13275,Q9UIW2,1
ZNRF3,FZD8_LRP5,Q9ULT6,Q9H461_O75197,1
GAD1_SLC6A12,GABRA1_GABRB2,COMPLEX:P48065_Q99259,NA_NA,1
TNC,NT5E,P24821,P21589,1
B4DFI2,B4DFI2,B4DFI2,B4DFI2,1
VSIR,IGSF11,Q9H7M9,Q5DX21,1
HSPG2,LRP2,P98160,P98164,1
MSTN,ACVR1B_ACVR2A,O14793,P36896_P27037,1
DKK2,WNT10B,Q9UBU2,O00744,1
GLS2_SLC1A1,GRM7,COMPLEX:P43005_Q9UI32,Q14831,1
WNT16,FZD9_LRP6,Q9UBV4,O00144_O75581,1
DDC,HTR7,COMPLEX:P20711,P34969,1
TPH1,HTR2A,P17752,P28223,1
WNT5A,FZD10,P41221,Q9ULW2,1
ARPC5,LRP2,O15511,P98164,1
COL4A1,SDC4,P02462,P31431,1
SEMA4D,PLXNB2,Q92854,O15031,1
HLA-A,KIR3DL2,P04439,P43630,1
RSPO4,LGR4,Q2I0M5,Q9BXB1,1
PLAU,IGF2R,P00749,P11717,1
CALR,HLA-F,P27797,P30511,1
BMP5,HJV,P22003,Q6ZVN8,1
MUC7,SELL,Q8TAX7,P14151,1
CXCL16,CXCR6,Q9H2A7,O00574,1
GLS2_SLC1A1,GRIN1_GRIN2C,COMPLEX:P43005_Q9UI32,NA_Q14957,1
FGF13,EGFR,Q92913,P00533,1
F10,ITGAM,P00742,P11215,1
CP,SLC40A1,P00450,Q9NP59,1
WNT3A,FZD6,P56704,O60353,1
GDF5,ACVR2A_BMPR1A,P43026,P27037_P36894,1
TNC,ITGA7,P24821,Q13683,1
NRP1,FLT4_KDR,O14786,P35916_P35968,1
NPPA,NPR3,P01160,P17342,1
CALM2,PLPP6,P0DP24,Q8IY26,1
LRPAP1,LRP1,P30533,Q07954,1
RSPO4,LGR5,Q2I0M5,O75473,1
SLC6A4_TPH2,HTR2A,COMPLEX:P31645_Q8IWU9,P28223,1
ADM,CALCRL_GPER1_RAMP3,P35318,Q16602_Q99527_O60896,1
CCL28,CCR3,Q9NRJ3,P51677,1
WNT6,FZD7_LRP6,Q9Y6F9,O75084_O75581,1
LAMB1,ITGA2,P07942,P17301,1
IL2,IL2RA,P60568,P01589,1
SFRP1,WNT1,Q8N474,P04628,1
WNT3,FZD3_LRP5,P56703,Q9NPG1_O75197,1
CCN1,CAV1,O00622,Q03135,1
VIP,ADRB2,P01282,P07550,1
SFRP5,WNT3A,Q5T4F7,P56704,1
FGF7,FGFR4,P21781,P22455,1
CCL5,ADRA2A,P13501,P08913,1
GLS2_SLC1A7,GRM1,COMPLEX:O00341_Q9UI32,Q13255,1
TIMP2,ITGA3,P16035,P26006,1
IGF1,GPC3_IGF1R,P05019,P51654_P08069,1
TGFB1,TGFBR1_TGFBR2,P01137,P36897_P37173,1
CXCL11,CCR3,O14625,P51677,1
RNF43,FZD6_LRP6,Q68DV7,O60353_O75581,1
NLGN1,NRXN1,Q8N2Q7,P58400,1
SLC6A4_TPH1,HTR7,COMPLEX:P17752_P31645,P34969,1
MDK,ITGA6,P21741,P23229,1
IHH,SMO,Q14623,Q99835,1
PLG,F2RL1,P00747,P55085,1
EFNA1,EPHA8,P20827,P29322,1
LTB,TNFRSF1A,Q06643,P19438,1
TENM3,ADGRL2,Q9P273,O95490,1
SLC6A4_TPH1,HTR1B,COMPLEX:P17752_P31645,P28222,1
PSAP,GPR37,P07602,O15354,1
GLS_SLC17A6,GRIA3,COMPLEX:O94925_Q9P2U8,P42263,1
CXCL1,ADRA2A,P09341,P08913,1
FSHB,VIPR1,P01225,P32241,1
DBH_SLC18A2,ADRB1,COMPLEX:P09172_Q05940,P08588,1
YARS1,CXCR1,P54577,P25024,1
DKK2,WNT4,Q9UBU2,P56705,1
LAMC3,ITGAV_ITGB8,Q9Y6N6,P06756_P26012,1
APOA1,TREM2_TYROBP,P02647,Q9NZC2_O43914,1
APOA1,LRP1,P02647,Q07954,1
LHB,TSHR,P01229,P16473,1
SLC18A1_TPH2,HTR1F,COMPLEX:P54219_Q8IWU9,P30939,1
LPL,SDC1,P06858,P18827,1
ASIP,MC2R,P42127,Q01718,1
IL1RAP,PTPRD,Q9NPH3,P23468,1
CXCL2,XCR1,P19875,P46094,1
IL1B,IL1RAP,P01584,Q9NPH3,1
SLC18A1_TPH1,HTR4,COMPLEX:P17752_P54219,Q13639,1
EFNA5,EPHB2,P52803,P29323,1
LPL,LRP1,P06858,Q07954,1
SAA1,MTNR1A,P0DJI8,P48039,1
BMP4,BMPR2,P12644,Q13873,1
VTN,ITGA3,P04004,P26006,1
CER1,WNT6,O95813,Q9Y6F9,1
BMP5,ACVR2B,P22003,Q13705,1
BMP3,BMP6,P12645,P22004,1
CHRD,BMP5,Q9H2X0,P22003,1
PDCD1LG2,PDCD1,Q9BQ51,Q15116,1
LAMA4,ITGA6,Q16363,P23229,1
CXCL2,ADRA2A,P19875,P08913,1
NPS,VIPR1,P0C0P6,P32241,1
PTH,VIPR1,P01270,P32241,1
IFNA5,IFNAR2,P01569,P48551,1
WNT8B,FZD5_LRP5,Q93098,Q13467_O75197,1
RLN3,ADCYAP1R1,Q8WXF3,P41586,1
MADCAM1,ITGB7,Q13477,P26010,1
FN1,ITGB7,P02751,P26010,1
FRZB,WNT9B,Q92765,O14905,1
GNAI2,ADCY7,P04899,P51828,1
SPP1,CD44,P10451,P16070,1
FGF7,FGFR3,P21781,P22607,1
WNT9B,FZD9_LRP6,O14905,O00144_O75581,1
FGF2,FGFR4,P09038,P22455,1
COL4A2,ITGA10_ITGB1,P08572,O75578_P05556,1
LEFTY1,BMP15,O75610,O95972,1
IFNA6,IFNAR2,P05013,P48551,1
GLS_SLC1A2,GRM4,COMPLEX:O94925_P43004,Q14833,1
WNT7A,FZD7_LRP5,O00755,O75084_O75197,1
RTN4,RTN4RL1,Q9NQC3,Q86UN2,1
ROR1,FZD9,Q01973,O00144,1
KNG1,GP1BA,P01042,P07359,1
GAD1_SLC6A1,GABRA4_GABRB2_GABRD,COMPLEX:P30531_Q99259,NA_NA_NA,1
WNT4,FZD10_LRP6,P56705,Q9ULW2_O75581,1
GDF5,BMPR1A,P43026,P36894,1
CXCL8,ADRA2A,P10145,P08913,1
JAG2,NOTCH1,Q9Y219,P46531,1
EGFR,EGF,P00533,P01133,1
COL6A2,ITGA10_ITGB1,P12110,O75578_P05556,1
SHH,SMO,Q15465,Q99835,1
INHBB,ACVR1B_ACVR2B,P09529,P36896_Q13705,1
RSPO4,WNT9B,Q2I0M5,O14905,1
CNTF,A0A087WTB5,P26441,A0A087WTB5,1
TIE1,TEK,P35590,Q02763,1
NT5E_SLC29A2,ADORA2A,COMPLEX:P21589_Q14542,P29274,1
CXCL16,ADRA2A,Q9H2A7,P08913,1
ALDH1A3,CRABP2_RARB_RXRB,COMPLEX:P47895,NA_NA_NA,1
GDF3,TGFBR1,Q9NR23,P36897,1
IL18,IL1RL2,Q14116,Q9HB29,1
DDC,HTR1B,COMPLEX:P20711,P28222,1
ADM,ADCYAP1R1,P35318,P41586,1
WNT5A,LDLR,P41221,P01130,1
FGF6,FGFR4,P10767,P22455,1
IL12B,IL12RB1,P29460,P42701,1
GLS2_SLC17A8,GRIN1_GRIN2C,COMPLEX:Q8NDX2_Q9UI32,NA_Q14957,1
EFNB2,EPHA4,P52799,P54764,1
RLN3,RXFP3,Q8WXF3,Q9NSD7,1
ADAM17,NOTCH1,P78536,P46531,1
IFNW1,IFNAR1_IFNAR2,P05000,P17181_P48551,1
OMG,LINGO1,P23515,Q96FE5,1
NTF3,NGFR,P20783,P08138,1
FGF22,FGFR2,Q9HCT0,P21802,1
CHAT_SLC10A4,CHRNA4_CHRNB2,COMPLEX:P28329_Q96EP9,P43681_P17787,1
CHRM3,ARF1,P20309,P84077,1
ICAM4,ITGA4,Q14773,P13612,1
MMP7,ERBB4,P09237,Q15303,1
GAD1_SLC6A13,GABRA4_GABRB2_GABRD,COMPLEX:Q99259_Q9NSD5,NA_NA_NA,1
EPHB1,B4DXG7,P54762,B4DXG7,1
THBS3,SDC4,P49746,P31431,1
SAA1,SCARB1,P0DJI8,Q8WTV0,1
IL36RN,IL36A,Q9UBH0,Q9UHA7,1
TNFSF12,TNFRSF12A,O43508,Q9NP84,1
NBL1,BMP4,P41271,P12644,1
TNFSF15,TNFRSF6B,O95150,O95407,1
CCL23,CCR1,P55773,P32246,1
GNAI2,ADCY8,P04899,P40145,1
COL2A1,GP6,P02458,Q9HCN6,1
GLS2_SLC1A3,GRIK1_GRIK4,COMPLEX:P43003_Q9UI32,P39086_NA,1
GLS_SLC17A8,GRM1,COMPLEX:O94925_Q8NDX2,Q13255,1
CHRD,BMP4,Q9H2X0,P12644,1
TFPI,VLDLR,P10646,P98155,1
PORCN,WNT2B,Q9H237,Q93097,1
WNT7B,FZD1,P56706,Q9UP38,1
LAMA1,DAG1,P25391,Q14118,1
HLA-B,LILRB2,P01889,Q8N423,1
SLC18A2_TPH1,HTR1E,COMPLEX:P17752_Q05940,P28566,1
JAM3,ITGB1,Q9BX67,P05556,1
VEGFC,ITGB1,P49767,P05556,1
UBA52,AGTR1,P62987,P30556,1
WNT4,FZD5_LRP6,P56705,Q13467_O75581,1
GLS2_SLC17A8,GRIK2_GRIK4,COMPLEX:Q8NDX2_Q9UI32,Q13002_NA,1
LAMB3,ITGB1,Q13751,P05556,1
DAGLA,CNR2,COMPLEX:Q9Y4D2,P34972,1
COL18A1,ITGA5,P39060,P08648,1
CTSG,F2RL3,P08311,Q96RI0,1
FN1,ITGB1,P02751,P05556,1
HLA-G,KLRC1,P17693,P26715,1
PF4,GRM7,P02776,Q14831,1
AVP,AVPR1A,P01185,P37288,1
ADCYAP1,RAMP2,P18509,O60895,1
LY6G5C,PGAP6,Q5SRR4,Q9HCN3,1
AGRN,PTPRS,O00468,Q13332,1
MMP7,CDH6,P09237,P55285,1
GDF5,ACVR2B_BMPR1B,P43026,Q13705_O00238,1
APOA2,TREM2_TYROBP,P02652,Q9NZC2_O43914,1
GAD1_SLC6A1,GABRA3_GABRB3_GABRG2,COMPLEX:P30531_Q99259,NA_NA_NA,1
CDH15,CDH15,P55291,P55291,1
TGFA,ERBB4,P01135,Q15303,1
AGRN,ITGB1,O00468,P05556,1
RSPO4,WNT3,Q2I0M5,P56703,1
RNF43,FZD1_LRP5,Q68DV7,Q9UP38_O75197,1
GAD2_SLC6A12,GABRA3_GABRB3_GABRQ,COMPLEX:P48065_Q05329,NA_NA_NA,1
GDF2,ACVR2A,Q9UK05,P27037,1
LAMA2,A0A0C4DG17,P24043,A0A0C4DG17,1
ROR1,FZD3,Q01973,Q9NPG1,1
VTN,ITGA5,P04004,P08648,1
BMP2,BMPR1B,P12643,O00238,1
RSPO1,LRP6,Q2MKA7,O75581,1
DCN,MET,P07585,P08581,1
PLAU,LRP1,P00749,Q07954,1
LEFTY1,GDF3,O75610,Q9NR23,1
SFRP1,WNT4,Q8N474,P56705,1
GLS_SLC1A7,GRIN1_GRIN2C,COMPLEX:O00341_O94925,NA_Q14957,1
CALM1,ADCY8,P0DP23,P40145,1
OMG,RTN4RL1,P23515,Q86UN2,1
COL9A2,ITGA11_ITGB1,Q14055,Q9UKX5_P05556,1
