ligand,receptor,source,target,label
CD24,SELP,P25063,P16109,1
WNT2B,FZD8_LRP6,Q93097,Q9H461_O75581,1
RSPO2,LGR4,Q6UXX9,Q9BXB1,1
BTC,ERBB3,P35070,P21860,1
GAL,GALR1,P22466,P47211,1
SLIT1,SDC1,O75093,P18827,1
BAMBI,ACVR2B,Q13145,Q13705,1
LAMA2,CD44,P24043,P16070,1
TENM4,ADGRL1,Q6N022,O94910,1
LAMB1,ITGAV,P07942,P06756,1
DDC_SLC6A3,DRD3,COMPLEX:P20711_Q01959,P35462,1
GAD2_SLC6A1,GABRA2_GABRB3_GABRG2,COMPLEX:P30531_Q05329,NA_NA_NA,1
GDF9,ACVR1B,O60383,P36896,1
CALM1,CRHR1,P0DP23,P34998,1
PTH,GPR20,P01270,Q99678,1
SLC18A1_TPH1,HTR5A,COMPLEX:P17752_P54219,P47898,1
IL1RN,IL1B_IL1R1_IL1RAP,P18510,P01584_P14778_Q9NPH3,1
DKK2,WNT10A,Q9UBU2,Q9GZT5,1
TGFB2,TGFBR2,P61812,P37173,1
LAMA4,ITGA6_ITGB1,Q16363,P23229_P05556,1
IL20,IL20RB,Q9NYY1,Q6UXL0,1
GAD2_SLC6A11,GABRA6_GABRB3_GABRG2,COMPLEX:P48066_Q05329,NA_NA_NA,1
IL12B_IL23A,IL12RB1_IL23R,COMPLEX:P29460_Q9NPF7,P42701_Q5VWK5,1
RSPO1,WNT6,Q2MKA7,Q9Y6F9,1
CALM1,INSR,P0DP23,P06213,1
IFNA4,IFNAR1,P05014,P17181,1
RYK,FZD5,P34925,Q13467,1
THBS4,SDC1,P35443,P18827,1
NRTN,GFRA2_RET,Q99748,O00451_P07949,1
COL3A1,DDR2,P02461,Q16832,1
GAD2_SLC6A1,GABRA6_GABRB3_GABRD,COMPLEX:P30531_Q05329,NA_NA_NA,1
GAS6,TYRO3,Q14393,Q06418,1
DRD2,GNAI2,P14416,P04899,1
COL4A3,ITGA11_ITGB1,Q01955,Q9UKX5_P05556,1
IHH,BOC,Q14623,Q9BWV1,1
HLA-A,CD3D,P04439,P04234,1
UBB,RIPK1,P0CG47,Q13546,1
NXPH1,NRXN1,P58417,P58400,1
CCL2,CCR3,P13500,P51677,1
ADAM2,CD9,Q99965,P21926,1
INHBC,TGFB3,P55103,P10600,1
CXCL1,GRM7,P09341,Q14831,1
PF4,PROCR,P02776,Q9UNN8,1
GREM1,BMP15,O60565,O95972,1
GLS2_SLC17A8,GRM6,COMPLEX:Q8NDX2_Q9UI32,O15303,1
RELN,ITGA3_ITGB1,P78509,P26006_P05556,1
IFNA2,IFNAR1,P01563,P17181,1
CXCL8,SDC3,P10145,O75056,1
WNT3A,FZD2_LRP6,P56704,Q14332_O75581,1
IL1RN,IL1B_IL1R2_IL1RAP,P18510,P01584_P27930_Q9NPH3,1
B2M,LILRB2,P61769,Q8N423,1
GAD2_SLC6A6,GABRA4_GABRB3_GABRD,COMPLEX:P31641_Q05329,NA_NA_NA,1
FGF9,FGFR1,P31371,P11362,1
PLAU,ITGA3,P00749,P26006,1
DBH_SLC6A2,ADRB3,COMPLEX:P09172_P23975,P13945,1
AVP,TSHR,P01185,P16473,1
BAMBI,FZD10_LRP6,Q13145,Q9ULW2_O75581,1
ALB,LRP2,P02768,P98164,1
CXCL11,ACKR3,O14625,P25106,1
IL12A,CD28,P29459,P10747,1
MDK,TSPAN1,P21741,O60635,1
GLS2_SLC17A8,GRIK3,COMPLEX:Q8NDX2_Q9UI32,Q13003,1
PTPRB,ITGA5_ITGB1,P23467,P08648_P05556,1
SPARC,PDGFC,P09486,Q9NRA1,1
DDC_SLC18A1,DRD1,COMPLEX:P20711_P54219,P21728,1
GLS2_SLC1A6,GRIA1,COMPLEX:P48664_Q9UI32,P42261,1
IL13,IL4R,P35225,P24394,1
NTS,NTSR2,P30990,O95665,1
AGRN,DOK7_MUSK,O00468,NA_O15146,1
SAA1,MTNR1A,P0DJI8,P48039,1
IL31,IL31RA_OSMR,Q6EBC2,Q8NI17_Q99650,1
DBH_SLC18A1,ADRA2B,COMPLEX:P09172_P54219,P18089,1
ZNRF3,FZD2_LRP6,Q9ULT6,Q14332_O75581,1
HLA-G,CD8B2,P17693,A6NJW9,1
IL18,IL18RAP,Q14116,O95256,1
CCL26,CCR2,Q9Y258,P41597,1
GLS_SLC17A8,GRM1,COMPLEX:O94925_Q8NDX2,Q13255,1
BDNF,BEX3,P23560,Q00994,1
NCAM1,ROBO3,P13591,Q96MS0,1
CSF3,CSF3R,P09919,Q99062,1
MTNR1A,GNAI2,P48039,P04899,1
NPW,GRM7,Q8N729,Q14831,1
COL4A2,ITGA2_ITGB1,P08572,P17301_P05556,1
CNTNAP1,RTN4,P78357,Q9NQC3,1
EFNA1,EPHA2,P20827,P29317,1
TNN,ITGAV_ITGB3,Q9UQP3,P06756_P05106,1
ICAM2,ITGAL_ITGB2,P13598,P20701_P05107,1
GAL,GALR2_GPR151,P22466,O43603_Q8TDV0,1
NTN4,H0Y8R2,Q9HB63,H0Y8R2,1
GNAS,GLP1R,Q5JWF2,P43220,1
GAD1_SLC6A1,GABRA3_GABRB3_GABRG2,COMPLEX:P30531_Q99259,NA_NA_NA,1
EFNA2,EPHA5,O43921,P54756,1
GAD2_SLC6A11,GABRA4_GABRB3_GABRG2,COMPLEX:P48066_Q05329,NA_NA_NA,1
SLURP1,CHRNA3,P55000,P32297,1
VIP,RAMP3,P01282,O60896,1
VEGFA,RET,P15692,P07949,1
VEGFD,KDR,O43915,P35968,1
GLS_SLC17A6,GRIK1_GRIK5,COMPLEX:O94925_Q9P2U8,P39086_NA,1
WNT8B,FZD7_LRP5,Q93098,O75084_O75197,1
EREG,EGFR,O14944,P00533,1
AFDN,EPHA7,P55196,Q15375,1
GLS_SLC1A6,GRIK1_GRIK5,COMPLEX:O94925_P48664,P39086_NA,1
DDC_SLC18A1,DRD5,COMPLEX:P20711_P54219,P21918,1
ADM,MRGPRX2,P35318,Q96LB1,1
SLC18A1_TPH2,HTR1D,COMPLEX:P54219_Q8IWU9,P28221,1
IGFBP1,IGF2,P08833,P01344,1
AFDN,EPHB2,P55196,P29323,1
COL9A1,GP6,P20849,Q9HCN6,1
GDF7,ACVR2A_BMPR1A,Q7Z4P5,P27037_P36894,1
NECTIN3,NECTIN2,Q9NQS3,Q92692,1
FGF6,FGFR3,P10767,P22607,1
INHBA,TGFB2,P08476,P61812,1
DKK2,WNT9A,Q9UBU2,O14904,1
PTN,PTPRZ1,P21246,P23471,1
VIP,SCTR,P01282,P47872,1
SEMA4F,NRP2,O95754,O60462,1
F11R,F11R,Q9Y624,Q9Y624,1
BGN,TLR1,P21810,Q15399,1
LEFTY2,BMP8B,O00292,P34820,1
LEFTY2,GDF1,O00292,P27539,1
LAMA5,SV2A,O15230,Q7L0J3,1
FST,NODAL,P19883,Q96S42,1
BST1,CAV1,Q10588,Q03135,1
SEMA3A,NRP1_PLXNA1,Q14563,O14786_Q9UIW2,1
GUCA1A,GUCY2D,P43080,Q02846,1
GALP,GALR1_GPR151,Q9UBC7,P47211_Q8TDV0,1
COL1A1,ITGA2,P02452,P17301,1
SFRP1,WNT1,Q8N474,P04628,1
ROR1,FZD6,Q01973,O60353,1
FGF2,CD44,P09038,P16070,1
HRAS,C3W5P5,P01112,C3W5P5,1
UBB,LDLR,P0CG47,P01130,1
PROK2,PROKR1,Q9HC23,Q8TCW9,1
VCAN,TLR1,P13611,Q15399,1
MICB,HCST_KLRK1,Q29980,NA_P26718,1
CALM1,VIPR1,P0DP23,P32241,1
GHRH,ADRB3,P01286,P13945,1
ROR2,FZD5,Q01974,Q13467,1
GRP,GRPR,P07492,P30550,1
IFNA14,IFNA2_IFNAR1_IFNAR2,P01570,P01563_P17181_P48551,1
DDC_SLC18A2,DRD5,COMPLEX:P20711_Q05940,P21918,1
ADM,CALCR,P35318,P30988,1
MYOC,FZD7,Q99972,O75084,1
GLS_SLC1A3,GRIK1_GRIK5,COMPLEX:O94925_P43003,P39086_NA,1
BCAN,EGFR,Q96GW7,P00533,1
AREG,EGFR_ERBB2,P15514,P00533_P04626,1
FN1,ITGA4,P02751,P13612,1
BMP15_GDF2,ACVR1B_BMPR1B_BMPR2,COMPLEX:O95972_Q9UK05,P36896_O00238_Q13873,1
RYK,FZD9,P34925,O00144,1
VIM,CD44,P08670,P16070,1
GAD1_SLC6A13,GABRA4_GABRB2_GABRD,COMPLEX:Q99259_Q9NSD5,NA_NA_NA,1
IL3,CSF2RB_IL3RA,P08700,P32927_P26951,1
GLS2_SLC1A1,GRIA4,COMPLEX:P43005_Q9UI32,P48058,1
ERBB2,HLA-B,P04626,P01889,1
RYK,FZD8,P34925,Q9H461,1
SLURP2,CHRNA3,P0DP57,P32297,1
CRH,GPR84,P06850,Q9NQS5,1
IFNW1,IFNAR1,P05000,P17181,1
CALCA,CALCRL,P06881,Q16602,1
HLA-C,CD3D,P10321,P04234,1
EFNB1,F8WCM8,P98172,F8WCM8,1
APCDD1,FZD1_LRP6,Q8J025,Q9UP38_O75581,1
SEMA6D,TYROBP,Q8NFY4,O43914,1
CTF1,LIFR,Q16619,P42702,1
WNT5A,ROR2,P41221,Q01974,1
SPP1,ITGAV,P10451,P06756,1
GLS2_SLC1A1,GRIK1_GRIK5,COMPLEX:P43005_Q9UI32,P39086_NA,1
BMP5,ACVR2A_BMPR1A,P22003,P27037_P36894,1
BAMBI,ACVR2A_BMPR1B,Q13145,P27037_O00238,1
YARS1,CXCR1,P54577,P25024,1
LAMC1,ITGA6,P11047,P23229,1
MDK,ALK,P21741,Q9UM73,1
CHAT_SLC10A4,CHRM2,COMPLEX:P28329_Q96EP9,P08172,1
NPS,GPR84,P0C0P6,Q9NQS5,1
NOTCH4,JAG1,Q99466,P78504,1
HLA-E,SLC16A4,P13747,O15374,1
PNMT_SLC18A2,ADRA2A,COMPLEX:P11086_Q05940,P08913,1
GDF3,ACVR1B,Q9NR23,P36896,1
DRAXIN,WNT3A,Q8NBI3,P56704,1
LAMB1,ITGB4,P07942,P16144,1
GAD2_SLC6A8,GABRA3_GABRB3_GABRQ,COMPLEX:P48029_Q05329,NA_NA_NA,1
SLC18A2_TPH2,HTR5A,COMPLEX:Q05940_Q8IWU9,P47898,1
TENM4,ADGRL2,Q6N022,O95490,1
CRIPTO,EGFR,P13385,P00533,1
SLC6A4_TPH2,HTR1A,COMPLEX:P31645_Q8IWU9,P08908,1
RSPO2,LGR6,Q6UXX9,Q9HBX8,1
CCL11,CCR2,P51671,P41597,1
GIP,RAMP3,P09681,O60896,1
DBH_SLC18A2,ADRA2C,COMPLEX:P09172_Q05940,P18825,1
RTN4,LINGO1,Q9NQC3,Q96FE5,1
CCL7,CCR1,P80098,P32246,1
COL2A1,DDR1,P02458,Q08345,1
IFNL2,IFNLR1_IL10RB,Q8IZJ0,Q8IU57_Q08334,1
WNT8B,FZD8_LRP5,Q93098,Q9H461_O75197,1
RSPO3,LGR5,Q9BXY4,O75473,1
EFNB2,GRM1,P52799,Q13255,1
LAMC3,SV2C,Q9Y6N6,Q496J9,1
CGN,OCLN,Q9P2M7,Q16625,1
GLS2_SLC17A6,GRM1,COMPLEX:Q9P2U8_Q9UI32,Q13255,1
HLA-F,KIR3DL1,P30511,P43629,1
WNT1,FZD5_LRP5,P04628,Q13467_O75197,1
CGN,F11R,Q9P2M7,Q9Y624,1
IL3,IL3RA,P08700,P26951,1
NLGN1,A0A0A0MR89,Q8N2Q7,A0A0A0MR89,1
COL2A1,ITGA10,P02458,O75578,1
GAD2_SLC6A6,GABRA6_GABRB3_GABRG2,COMPLEX:P31641_Q05329,NA_NA_NA,1
HLA-F,KIR3DL2,P30511,P43630,1
CCL8,CCR2,P80075,P41597,1
GAL,MTNR1A,P22466,P48039,1
WNT8A,FZD6_LRP5,Q9H1J5,O60353_O75197,1
SLC18A1_TPH2,HTR5A,COMPLEX:P54219_Q8IWU9,P47898,1
CXCL2,MTNR1A,P19875,P48039,1
GLS2_SLC1A2,GRIK1,COMPLEX:P43004_Q9UI32,P39086,1
APOB,LRP1,P04114,Q07954,1
MDK,LRP2,P21741,P98164,1
INSL5,RXFP2,Q9Y5Q6,Q8WXD0,1
GPI,AMFR,P06744,Q9UKV5,1
IAPP,RAMP1,P10997,O60894,1
RPS27A,ADRB2,P62979,P07550,1
VEGFC,FLT1,P49767,P17948,1
ADAM23,ITGB3,O75077,P05106,1
ANXA1,FPR3,P04083,P25089,1
FN1,IL17RC,P02751,Q8NAC3,1
CNTN4,PTPRG,Q8IWV2,P23470,1
GCG,GLP2R,P01275,O95838,1
WNT6,FZD4_LRP5,Q9Y6F9,Q9ULV1_O75197,1
LRFN4,PTPRD,Q6PJG9,P23468,1
PLXNA1,SEMA6D,Q9UIW2,Q8NFY4,1
PTGDS,PTGDR2,COMPLEX:P41222,Q9Y5Y4,1
BMP3,GDF7,P12645,Q7Z4P5,1
EFEMP2,CATSPER1,O95967,Q8NEC5,1
FBN1,H3BM21,P35555,H3BM21,1
CAMP,EGFR,P49913,P00533,1
EDA,EDA2R,Q92838,Q9HAV5,1
SPINK1,NRSN1,P00995,Q8IZ57,1
ALDH1A3,CRABP2_RARB_RXRB,COMPLEX:P47895,NA_NA_NA,1
AVP,LRP2,P01185,P98164,1
LAMB2,ITGA7_ITGB1,P55268,Q13683_P05556,1
FGF9,FGFR3,P31371,P22607,1
SLC6A4_TPH1,HTR2A,COMPLEX:P17752_P31645,P28223,1
CCL26,CCR3,Q9Y258,P51677,1
NT5E_SLC29A3,ADORA1,COMPLEX:P21589_Q9BZD2,P30542,1
IL31,IL31RA,Q6EBC2,Q8NI17,1
WNT2,FZD9_LRP5,P09544,O00144_O75197,1
CLCF1,CNTFR_IL6ST_LIFR,Q9UBD9,P26992_P40189_P42702,1
NRXN3,NLGN2,Q9Y4C0,Q8NFZ4,1
LEFTY1,TGFB2,O75610,P61812,1
FGF13,SCN8A,Q92913,Q9UQD0,1
PPBP,ADRA2A,P02775,P08913,1
EDIL3,ITGAV,O43854,P06756,1
NODAL,ACVR1B_ACVR2A_CRIPTO,Q96S42,P36896_P27037_P13385,1
TAX1BP3,ADGRB1,O14907,O14514,1
BAMBI,FZD5_LRP6,Q13145,Q13467_O75581,1
SERPINF1,WNT4,P36955,P56705,1
CALM2,SELL,P0DP24,P14151,1
NRP2,SEMA4F,O60462,O95754,1
CXCL8,GRM7,P10145,Q14831,1
GAD1_SLC6A12,GABRA6_GABRB3_GABRG2,COMPLEX:P48065_Q99259,NA_NA_NA,1
DDC_SLC18A2,DRD1,COMPLEX:P20711_Q05940,P21728,1
WNT7B,FZD1,P56706,Q9UP38,1
F2,F2RL3,P00734,Q96RI0,1
DKK2,WNT7A,Q9UBU2,O00755,1
CGA,RAMP3,P01215,O60896,1
TNF,FAS,P01375,P25445,1
WNT10B,FZD4_LRP6,O00744,Q9ULV1_O75581,1
CCL26,CX3CR1,Q9Y258,P49238,1
BMP4,ACVR2B_BMPR1B,P12644,Q13705_O00238,1
PRSS1,F2RL3,P07477,Q96RI0,1
KNG1,ITGAM,P01042,P11215,1
GLS2_SLC1A1,GRIK3,COMPLEX:P43005_Q9UI32,Q13003,1
GLS_SLC17A7,GRIA4,COMPLEX:O94925_Q9P2U7,P48058,1
IL15,IL2RB,P40933,P14784,1
LAMA5,ITGAV_ITGB8,O15230,P06756_P26012,1
PF4V1,CXCR3,P10720,P49682,1
GLS2_SLC17A6,GRIA1,COMPLEX:Q9P2U8_Q9UI32,P42261,1
GAD2_SLC6A1,GABRA3_GABRB3_GABRE,COMPLEX:P30531_Q05329,NA_NA_NA,1
SLURP1,CHRNA6,P55000,Q15825,1
PORCN,WNT16,Q9H237,Q9UBV4,1
AKR1D1,AR,COMPLEX:P51857,P10275,1
GDF1,ACVR1C,P27539,Q8NER5,1
GDF9,ACVR2B,O60383,Q13705,1
NTN4,UNC5B,Q9HB63,Q8IZJ1,1
OSM,OSMR,P13725,Q99650,1
GAD1_SLC6A12,GABRA3_GABRB3_GABRE,COMPLEX:P48065_Q99259,NA_NA_NA,1
SEMA3F,NRP2,Q13275,O60462,1
UBB,TLR4,P0CG47,O00206,1
OLFM2,ROBO2,O95897,Q9HCK4,1
GLS2_SLC17A8,GRIK2,COMPLEX:Q8NDX2_Q9UI32,Q13002,1
CALM1,SELL,P0DP23,P14151,1
GAD2_SLC6A11,GABRA1_GABRB2_GABRD,COMPLEX:P48066_Q05329,NA_NA_NA,1
AGRP,MC3R,O00253,P41968,1
IFNE,IFNA2_IFNAR1_IFNAR2,Q86WN2,P01563_P17181_P48551,1
ADAM17,ITGB1,P78536,P05556,1
CHAT_SLC10A4,CHRM4,COMPLEX:P28329_Q96EP9,P08173,1
MBL2,CD93,P11226,Q9NPY3,1
MIA,CDH19,Q16674,Q9H159,1
NPW,MTNR1A,Q8N729,P48039,1
LAMC2,ITGA9_ITGB1,Q13753,Q13797_P05556,1
GHRH,ADRB2,P01286,P07550,1
CFC1,ACVR1B,P0CG37,P36896,1
NMU,NMUR1,P48645,Q9HB89,1
APOE,LRP5,P02649,O75197,1
THY1,ADGRE2,P04216,Q9UHX3,1
INHA_INHBB,ACVR1C_ACVR2A,COMPLEX:P05111_P09529,Q8NER5_P27037,1
PTHLH,ADRB3,P12272,P13945,1
WNT3A,FZD8_LRP5,P56704,Q9H461_O75197,1
VTN,ITGA2B_ITGB3,P04004,P08514_P05106,1
APCDD1,FZD8_LRP5,Q8J025,Q9H461_O75197,1
APOA2,TREM2_TYROBP,P02652,Q9NZC2_O43914,1
CXCL8,CD79A,P10145,P11912,1
TNN,ITGA2B_ITGB3,Q9UQP3,P08514_P05106,1
CCL16,CCR8,O15467,P51685,1
DUSP18,ITGA3,Q8NEJ0,P26006,1
CALCA,VIPR1,P06881,P32241,1
NODAL,ACVR2B,Q96S42,Q13705,1
LAMA2,ITGA6,P24043,P23229,1
SLC18A2_TPH2,HTR2C,COMPLEX:Q05940_Q8IWU9,P28335,1
HLA-DRB3,CD4,P79483,P01730,1
HSP90AA1,EGFR,P07900,P00533,1
WIF1,WNT8B,Q9Y5W5,Q93098,1
B2M,LILRB1,P61769,Q8NHL6,1
LINGO1,RTN4,Q96FE5,Q9NQC3,1
GAD2_SLC6A12,GABRA5_GABRB3_GABRG2,COMPLEX:P48065_Q05329,NA_NA_NA,1
HSP90AA1,CFTR,P07900,P13569,1
APOB,APOBR,P04114,Q0VD83,1
FBN1,ITGA5,P35555,P08648,1
GLS_SLC1A7,GRM2,COMPLEX:O00341_O94925,Q14416,1
LAMB1,ITGA7,P07942,Q13683,1
COL4A5,ITGA3_ITGB1,P29400,P26006_P05556,1
HBEGF,EGFR,Q99075,P00533,1
GLS_SLC17A7,GRIK3,COMPLEX:O94925_Q9P2U7,Q13003,1
DDC,HTR5A,COMPLEX:P20711,P47898,1
PTH,PTH2R,P01270,P49190,1
SFRP4,WNT8B,Q6FHJ7,Q93098,1
GAD1_SLC32A1,GABBR2,COMPLEX:Q99259_Q9H598,O75899,1
WNT9A,FZD7_LRP6,O14904,O75084_O75581,1
DBH_SLC6A2,ADRA1B,COMPLEX:P09172_P23975,P35368,1
ARTN,GFRA1,Q5T4W7,P56159,1
PDGFD,PDGFRA,Q9GZP0,P16234,1
SEMA4D,CD72,Q92854,P21854,1
LAMA3,ITGB4,Q16787,P16144,1
NT5E_SLC29A2,ADORA1,COMPLEX:P21589_Q14542,P30542,1
WNT2,FZD2_LRP5,P09544,Q14332_O75197,1
WNT9A,FZD8_LRP5,O14904,Q9H461_O75197,1
VIP,TSHR,P01282,P16473,1
PTH,GPR84,P01270,Q9NQS5,1
TAC4,TACR1,Q86UU9,P25103,1
WNT10A,FZD9_LRP6,Q9GZT5,O00144_O75581,1
NPVF,NPFFR1,Q9HCQ7,Q9GZQ6,1
NRG2,ERBB2_ERBB4,O14511,P04626_Q15303,1
IL37,IL18R1_IL18RAP,Q9NZH6,Q13478_O95256,1
VEGFD,ITGA1,O43915,P56199,1
CHAT_SLC18A3,CHRNA1_CHRNB1_CHRND_CHRNE,COMPLEX:P28329_Q16572,P02708_P11230_Q07001_Q04844,1
GLS_SLC1A1,GRIA4,COMPLEX:O94925_P43005,P48058,1
IL2,IL2RA,P60568,P01589,1
FARP2,PLXNA3,O94887,P51805,1
NLGN2,NRXN2,Q8NFZ4,P58401,1
RSPO2,WNT9B,Q6UXX9,O14905,1
PNMT_SLC18A1,ADRA1D,COMPLEX:P11086_P54219,P25100,1
MMP7,CD151,P09237,P48509,1
WNT1,FZD8_LRP5,P04628,Q9H461_O75197,1
WNT9B,FZD1_LRP6,O14905,Q9UP38_O75581,1
SHMT2_SLC6A5,GLRA2,COMPLEX:P34897_Q9Y345,COMPLEX:P23416,1
MMP9,ITGB2,P14780,P05107,1
MMP9,ITGAM,P14780,P11215,1
CCN2,ERBB4,P29279,Q15303,1
TNXB,ITGA8_ITGB1,P22105,P53708_P05556,1
DBH_SLC6A2,ADRB1,COMPLEX:P09172_P23975,P08588,1
IL19,IL20RA_IL20RB,Q9UHD0,Q9UHF4_Q6UXL0,1
HLA-F,KIR3DS1,P30511,Q14943,1
THBS4,CD47,P35443,Q08722,1
TGFB1,TGFBR1,P01137,P36897,1
RSPO4,WNT3,Q2I0M5,P56703,1
PRSS2,F2R,P07478,P25116,1
WNT2,FZD7,P09544,O75084,1
ADM2,ADRB2,Q7Z4H4,P07550,1
WNT2,FZD2_LRP6,P09544,Q14332_O75581,1
VEGFA,GPC1,P15692,P35052,1
COL2A1,ITGA2B,P02458,P08514,1
NBL1,GDF6,P41271,Q6KF10,1
GLS_SLC17A8,GRIK1,COMPLEX:O94925_Q8NDX2,P39086,1
ANGPTL4,TEK,Q9BY76,Q02763,1
CTLA4,CD86,P16410,P42081,1
WNT10A,FZD7_LRP5,Q9GZT5,O75084_O75197,1
WNT8A,FZD3_LRP5,Q9H1J5,Q9NPG1_O75197,1
UBA52,AGTR1,P62987,P30556,1
SERPINE2,LRP1,P07093,Q07954,1
FCN2,LRP1,Q15485,Q07954,1
WNT10B,FZD1_LRP5,O00744,Q9UP38_O75197,1
WNT16,FZD8_LRP6,Q9UBV4,Q9H461_O75581,1
NTN1,H0Y8R2,O95631,H0Y8R2,1
NTN3,CDON,O00634,Q4KMG0,1
CXCL1,ACKR1,P09341,Q16570,1
AREG,EGFR,P15514,P00533,1
LAMB2,ITGA3,P55268,P26006,1
BAMBI,FZD10_LRP5,Q13145,Q9ULW2_O75197,1
CHRD,BMP6,Q9H2X0,P22004,1
FGF4,NRP1,P08620,O14786,1
IAPP,PTH1R,P10997,Q03431,1
VWF,ITGAV_ITGB3,P04275,P06756_P05106,1
VEGFD,ITGB1,O43915,P05556,1
WNT7A,FZD2_LRP6,O00755,Q14332_O75581,1
NTN3,NEO1,O00634,Q92859,1
NODAL,ACVR1C_ACVR2B_CRIPTO,Q96S42,Q8NER5_Q13705_P13385,1
FGF2,SDC1,P09038,P18827,1
SLC6A4_TPH2,HTR1F,COMPLEX:P31645_Q8IWU9,P30939,1
RLN3,TSHR,Q8WXF3,P16473,1
LEFTY1,BMP15,O75610,O95972,1
CALM1,HMMR,P0DP23,O75330,1
LAMA1,SDC4,P25391,P31431,1
PVR,CD96,P15151,P40200,1
FGF1,FGFR1,P05230,P11362,1
INSL3,GPR84,P51460,Q9NQS5,1
IL9,IL2RG_IL9R,P15248,P31785_Q01113,1
PTGIS,PTGIR,COMPLEX:Q16647,P43119,1
HLA-C,LILRB1,P10321,Q8NHL6,1
SFRP1,WNT8A,Q8N474,Q9H1J5,1
WNT2B,FZD2_LRP5,Q93097,Q14332_O75197,1
CHRM1,GNAI2,P11229,P04899,1
CALM3,PDE1B,P0DP25,Q01064,1
GAD2_SLC32A1,GABRA5_GABRB3_GABRG2,COMPLEX:Q05329_Q9H598,NA_NA_NA,1
NMS,ADRA2A,Q5H8A3,P08913,1
VEGFA,ITGB1,P15692,P05556,1
GUCA1A,GUCY2F,P43080,P51841,1
LAMA3,ITGAV_ITGB8,Q16787,P06756_P26012,1
OCLN,OCLN,Q16625,Q16625,1
APCDD1,FZD3_LRP5,Q8J025,Q9NPG1_O75197,1
WNT10A,FZD10_LRP5,Q9GZT5,Q9ULW2_O75197,1
IGFL1,IGFLR1,Q6UW32,Q9H665,1
ADM,ADCYAP1R1,P35318,P41586,1
LTBP1,TGFB3,Q14766,P10600,1
SCT,VIPR2,P09683,P41587,1
SOSTDC1,WNT9A,Q6X4U4,O14904,1
CCL11,ACKR4,P51671,Q9NPB9,1
PTGES3,PTGER3,COMPLEX:Q15185,P43115,1
SLURP1,CHRNA1,P55000,P02708,1
DUSP18,ITGB1,Q8NEJ0,P05556,1
KNG1,BDKRB2,P01042,P30411,1
GDNF,GFRA1,P39905,P56159,1
NTN4,UNC5A,Q9HB63,Q6ZN44,1
TYR,GPR143,COMPLEX:P14679,P51810,1
HSPG2,LRP1,P98160,Q07954,1
SFRP2,WNT16,Q96HF1,Q9UBV4,1
AGRP,MC5R,O00253,P33032,1
LAMA1,ITGB4,P25391,P16144,1
CNTN2,NRP1,Q02246,O14786,1
RNF43,FZD8_LRP6,Q68DV7,Q9H461_O75581,1
PMCH,ADRA2A,P20382,P08913,1
ICAM4,ITGAV,Q14773,P06756,1
HMGB1,TLR4,P09429,O00206,1
RLN2,GPR84,P04090,Q9NQS5,1
SHH,GPC5,Q15465,P78333,1
ADIPOQ,ADIPOR1,Q15848,Q96A54,1
COL9A2,MAG,Q14055,P20916,1
ARPC5,LDLR,O15511,P01130,1
ADCYAP1,GPR20,P18509,Q99678,1
CD99,CD99,P14209,P14209,1
FGF10,FGFR2,O15520,P21802,1
IL4,IL13RA1,P05112,P78552,1
COL1A2,ITGAV_ITGB8,P08123,P06756_P26012,1
WNT9A,FZD2_LRP6,O14904,Q14332_O75581,1
EFNA2,EPHA1,O43921,P21709,1
POMC,VIPR1,P01189,P32241,1
NUCB2,ERAP1,P80303,Q9NZ08,1
HGF,MET,P14210,P08581,1
NRP2,FLT4_KDR,O60462,P35916_P35968,1
ADAM10,AXL,O14672,P30530,1
IFNW1,IFNA2_IFNAR1_IFNAR2,P05000,P01563_P17181_P48551,1
GLS_SLC1A7,GRIK3_GRIK5,COMPLEX:O00341_O94925,Q13003_NA,1
PNMT_SLC18A2,ADRB3,COMPLEX:P11086_Q05940,P13945,1
TAFA1,CMKLR2,Q7Z5A9,P46091,1
EFNB1,EPHB1,P98172,P54762,1
GAD1_SLC6A1,GABRA4_GABRB3_GABRD,COMPLEX:P30531_Q99259,NA_NA_NA,1
ICOSLG,CD28,O75144,P10747,1
NOTUM,WNT9B,Q6P988,O14905,1
INHBC,ACVR2A,P55103,P27037,1
ADM,RAMP3,P35318,O60896,1
ADIPOQ,ADIPOR2,Q15848,Q86V24,1
GAD2_SLC6A6,GABRA3_GABRB3_GABRG2,COMPLEX:P31641_Q05329,NA_NA_NA,1
WNT4,FZD7_LRP5,P56705,O75084_O75197,1
GAD2_SLC6A1,GABRA3_GABRB3_GABRQ,COMPLEX:P30531_Q05329,NA_NA_NA,1
FST,INHA_INHBB,P19883,P05111_P09529,1
GLS_SLC1A7,GRIK2,COMPLEX:O00341_O94925,Q13002,1
VWF,ITGA2B_ITGB3,P04275,P08514_P05106,1
GAD1_SLC6A8,GABRA6_GABRB3_GABRD,COMPLEX:P48029_Q99259,NA_NA_NA,1
POMC,ADRB2,P01189,P07550,1
NRXN1,ADGRL1,P58400,O94910,1
SLC6A4_TPH2,HTR1B,COMPLEX:P31645_Q8IWU9,P28222,1
FGB,ITGA2B,P02675,P08514,1
SLC18A2_TPH2,HTR1A,COMPLEX:Q05940_Q8IWU9,P08908,1
CD40LG,CD40,P29965,P25942,1
DRAXIN,WNT16,Q8NBI3,Q9UBV4,1
